chr	start	end	strand	pvalue	qvalue	meth.diff	gene.chr	gene.start	gene.end	gene.strand	gene.startSite	gene.description	gene.withinWindow	gene.enclosesWindow	gene.distance	gene.direction	gene.closest
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	709353	713577	-	713577	ID=gene-LOC108630978;Dbxref=GeneID:108630978;Name=LOC108630978;gbkey=Gene;gene=LOC108630978;gene_biotype=protein_coding	FALSE	FALSE	48423	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	714762	716712	-	716712	ID=gene-LOC108630987;Dbxref=GeneID:108630987;Name=LOC108630987;gbkey=Gene;gene=LOC108630987;gene_biotype=protein_coding	FALSE	FALSE	45288	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	716772	722684	+	716772	ID=gene-LOC108630975;Dbxref=GeneID:108630975;Name=LOC108630975;gbkey=Gene;gene=LOC108630975;gene_biotype=protein_coding	FALSE	FALSE	45228	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	722658	726183	-	726183	ID=gene-LOC108630977;Dbxref=GeneID:108630977;Name=LOC108630977;gbkey=Gene;gene=LOC108630977;gene_biotype=protein_coding	FALSE	FALSE	35817	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	725952	729141	-	729141	ID=gene-LOC108630985;Dbxref=GeneID:108630985;Name=LOC108630985;gbkey=Gene;gene=LOC108630985;gene_biotype=protein_coding	FALSE	FALSE	32859	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	726758	727761	+	726758	ID=gene-LOC108630984;Dbxref=GeneID:108630984;Name=LOC108630984;gbkey=Gene;gene=LOC108630984;gene_biotype=protein_coding	FALSE	FALSE	35242	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	729300	731791	+	729300	ID=gene-LOC108630983;Dbxref=GeneID:108630983;Name=LOC108630983;gbkey=Gene;gene=LOC108630983;gene_biotype=protein_coding	FALSE	FALSE	32700	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	731891	732728	+	731891	ID=gene-LOC108630986;Dbxref=GeneID:108630986;Name=LOC108630986;gbkey=Gene;gene=LOC108630986;gene_biotype=protein_coding	FALSE	FALSE	30109	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	732691	740243	-	740243	ID=gene-LOC108630976;Dbxref=GeneID:108630976;Name=LOC108630976;gbkey=Gene;gene=LOC108630976;gene_biotype=protein_coding	FALSE	FALSE	21757	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	748013	754585	-	754585	ID=gene-LOC108631031;Dbxref=GeneID:108631031;Name=LOC108631031;gbkey=Gene;gene=LOC108631031;gene_biotype=protein_coding	FALSE	FALSE	7415	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	754590	757266	+	754590	ID=gene-LOC108631033;Dbxref=GeneID:108631033;Name=LOC108631033;gbkey=Gene;gene=LOC108631033;gene_biotype=protein_coding	FALSE	FALSE	7410	leftOfWindowStart	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	757429	762958	-	762958	ID=gene-LOC108631032;Dbxref=GeneID:108631032;Name=LOC108631032;gbkey=Gene;gene=LOC108631032;gene_biotype=protein_coding	TRUE	FALSE	-958	leftOfWindowStart	TRUE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	763048	764822	+	763048	ID=gene-LOC108631035;Dbxref=GeneID:108631035;Name=LOC108631035;gbkey=Gene;gene=LOC108631035;gene_biotype=protein_coding	FALSE	FALSE	48	rightOfWindowEnd	TRUE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	765049	767273	-	767273	ID=gene-LOC108631059;Dbxref=GeneID:108631059;Name=LOC108631059;gbkey=Gene;gene=LOC108631059;gene_biotype=protein_coding	FALSE	FALSE	4273	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	767314	769905	+	767314	ID=gene-LOC108631061;Dbxref=GeneID:108631061;Name=LOC108631061;gbkey=Gene;gene=LOC108631061;gene_biotype=protein_coding	FALSE	FALSE	4314	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	772406	782445	-	782445	ID=gene-LOC108631012;Dbxref=GeneID:108631012;Name=LOC108631012;gbkey=Gene;gene=LOC108631012;gene_biotype=protein_coding	FALSE	FALSE	19445	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	781863	784308	+	781863	ID=gene-LOC108631014;Dbxref=GeneID:108631014;Name=LOC108631014;gbkey=Gene;gene=LOC108631014;gene_biotype=protein_coding	FALSE	FALSE	18863	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	784330	785168	-	785168	ID=gene-LOC108631015;Dbxref=GeneID:108631015;Name=LOC108631015;gbkey=Gene;gene=LOC108631015;gene_biotype=protein_coding	FALSE	FALSE	22168	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	785358	786381	+	785358	ID=gene-LOC108631016;Dbxref=GeneID:108631016;Name=LOC108631016;gbkey=Gene;gene=LOC108631016;gene_biotype=protein_coding	FALSE	FALSE	22358	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	786729	791631	-	791631	ID=gene-LOC108631013;Dbxref=GeneID:108631013;Name=LOC108631013;gbkey=Gene;gene=LOC108631013;gene_biotype=protein_coding	FALSE	FALSE	28631	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	791823	798464	+	791823	ID=gene-LOC108630939;Dbxref=GeneID:108630939;Name=LOC108630939;gbkey=Gene;gene=LOC108630939;gene_biotype=protein_coding	FALSE	FALSE	28823	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	798560	800463	-	800463	ID=gene-LOC108630956;Dbxref=GeneID:108630956;Name=LOC108630956;gbkey=Gene;gene=LOC108630956;gene_biotype=protein_coding	FALSE	FALSE	37463	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	800567	801925	-	801925	ID=gene-LOC108630955;Dbxref=GeneID:108630955;Name=LOC108630955;gbkey=Gene;gene=LOC108630955;gene_biotype=protein_coding	FALSE	FALSE	38925	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	802053	805187	+	802053	ID=gene-LOC108630943;Dbxref=GeneID:108630943;Name=LOC108630943;gbkey=Gene;gene=LOC108630943;gene_biotype=protein_coding	FALSE	FALSE	39053	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	805197	806480	-	806480	ID=gene-LOC108630954;Dbxref=GeneID:108630954;Name=LOC108630954;gbkey=Gene;gene=LOC108630954;gene_biotype=protein_coding	FALSE	FALSE	43480	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	806849	809122	+	806849	ID=gene-LOC108630946;Dbxref=GeneID:108630946;Name=LOC108630946;gbkey=Gene;gene=LOC108630946;gene_biotype=protein_coding	FALSE	FALSE	43849	rightOfWindowEnd	FALSE
NW_017179316.1	762000	763000	*	4.91355488675788e-20	6.79570945728412e-15	4.93268538710082	NW_017179316.1	810004	815181	+	810004	ID=gene-LOC108630941;Dbxref=GeneID:108630941;Name=LOC108630941;gbkey=Gene;gene=LOC108630941;gene_biotype=protein_coding	FALSE	FALSE	47004	rightOfWindowEnd	FALSE
NW_017179946.1	294000	295000	*	1.52939007855524e-15	1.05761417754022e-10	-4.81382621225189	NW_017179946.1	244915	250053	-	250053	ID=gene-LOC108631268;Dbxref=GeneID:108631268;Name=LOC108631268;gbkey=Gene;gene=LOC108631268;gene_biotype=protein_coding	FALSE	FALSE	43947	leftOfWindowStart	FALSE
NW_017179946.1	294000	295000	*	1.52939007855524e-15	1.05761417754022e-10	-4.81382621225189	NW_017179946.1	252290	260177	-	260177	ID=gene-LOC108631280;Dbxref=GeneID:108631280;Name=LOC108631280;gbkey=Gene;gene=LOC108631280;gene_biotype=protein_coding	FALSE	FALSE	33823	leftOfWindowStart	FALSE
NW_017179946.1	294000	295000	*	1.52939007855524e-15	1.05761417754022e-10	-4.81382621225189	NW_017179946.1	260435	264319	-	264319	ID=gene-LOC108631277;Dbxref=GeneID:108631277;Name=LOC108631277;gbkey=Gene;gene=LOC108631277;gene_biotype=protein_coding	FALSE	FALSE	29681	leftOfWindowStart	FALSE
NW_017179946.1	294000	295000	*	1.52939007855524e-15	1.05761417754022e-10	-4.81382621225189	NW_017179946.1	265863	267917	+	265863	ID=gene-LOC108631274;Dbxref=GeneID:108631274;Name=LOC108631274;gbkey=Gene;gene=LOC108631274;gene_biotype=protein_coding	FALSE	FALSE	28137	leftOfWindowStart	FALSE
NW_017179946.1	294000	295000	*	1.52939007855524e-15	1.05761417754022e-10	-4.81382621225189	NW_017179946.1	268010	269652	+	268010	ID=gene-LOC108631275;Dbxref=GeneID:108631275;Name=LOC108631275;gbkey=Gene;gene=LOC108631275;gene_biotype=protein_coding	FALSE	FALSE	25990	leftOfWindowStart	FALSE
