chr	start	end	name	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
NC_015762.1	19656	20656	gene0	1548	1	6.459948320413437e-4	0.0032622203811101904	0.2989688396966051	0	1.6314874211361867	0.041466583206483186	20	0
NC_015762.1	59725	60725	gene1	735	2	0.0027210884353741495	0.003855687138529331	0.3728603218399137	0	2.221346811040302	0.08193561147914315	33.3333333333333	0
NC_015762.1	129776	130776	gene2	1033	0	0	0.0026964272339150626	0.27095274076020626	0	1.5428983104887681	0.04800507391411457	14.2857142857143	0
NC_015762.1	140041	141041	gene3	1089	2	0.0018365472910927456	0.0034388501895776385	0.32768751903883114	0	1.8433388215020652	0.0558587521667288	25	0
NC_015762.1	214618	215618	gene4	1047	29	0.027698185291308502	0.0075401329657856335	1.488911258072506	0	8.189787094669496	0.2531041528371189	100	0
NC_015762.1	248120	249120	gene5	961	1	0.001040582726326743	0.004476721050537207	0.4436328177964052	0	2.1453587162143704	0.06920511987788315	16.6666666666667	0
NC_015762.1	247267	248267	gene6	687	1	0.001455604075691412	0.003805569970593323	0.3816703270851741	0	2.2968369358274336	0.0876297948521164	33.3333333333333	0
NC_015762.1	263149	264149	gene7	1074	6	0.00558659217877095	0.004161176225813163	0.46038922285092426	0	2.332093026955241	0.07116127646763992	33.3333333333333	0
NC_015762.1	285561	286561	gene8	1236	3	0.0024271844660194173	0.004010695187165776	0.39887949292284447	0	2.1511926591283577	0.06118853733241278	20	0
NC_015762.1	302560	303560	gene9	1473	4	0.0027155465037338763	0.004159781184113055	0.41279625581361584	0	2.032922447310576	0.052968715079520265	25	0
NC_015762.1	318620	319620	gene10	1059	1	9.442870632672333e-4	0.0037637047946326298	0.331821113328289	0	1.7184945008600219	0.052808054346458494	20	0
NC_015762.1	335010	336010	gene11	572	9	0.015734265734265736	0.006518082422203532	0.8655024151205603	0	5.334185999962036	0.2230335211179982	100	0
NC_015762.1	346419	347419	gene12	1176	2	0.0017006802721088435	0.003883878612336252	0.2831856351443964	0	1.3862709950449055	0.04042448313190826	16.6666666666667	0
NC_015762.1	365759	366759	gene13	280	67	0.2392857142857143	0.23217341699942956	20.372260675832106	0	36.62664433719555	2.188860658786582	100	0
NC_015762.1	364916	365916	gene14	306	3	0.00980392156862745	0.0060207991242474	0.5510167029774873	0	3.2009550612258084	0.18298642136832685	33.3333333333333	0
NC_015762.1	367158	368158	gene15	215	106	0.4930232558139535	0.2845100105374078	27.54895917050359	14.2857142857143	32.19958700129559	2.1959936068170616	100	0
NC_015762.1	372293	373293	gene16	463	1	0.0021598272138228943	0.007419898819561552	0.5955185922788516	0	2.91974563511711	0.1356920870647114	33.3333333333333	0
NC_015762.1	371508	372508	gene17	789	2	0.0025348542458808617	0.00513591381686083	0.45995791843492284	0	2.1960629215366096	0.0781819102910986	25	0
NC_015762.1	380570	381570	gene18	286	0	0	0.005547150781643974	0.43387168387168373	0	2.1942985149079934	0.1297515912365531	12.5	0
NC_015762.1	388241	389241	gene19	192	15	0.078125	0.03951612903225806	3.5057795214045218	0	10.019207579069079	0.7230740241052842	60	0
NC_015762.1	395744	396744	gene20	132	3	0.022727272727272728	0.00684931506849315	1.0425685425685423	0	6.070370418551593	0.5283579266221362	50	0
NC_015762.1	395227	396227	gene21	228	1	0.0043859649122807015	0.001875	0.15800719748088166	0	1.5177709883691612	0.1005168392354772	20	0
NC_015762.1	400019	401019	gene22	59	40	0.6779661016949152	0.46006389776357826	39.148055334496014	40	33.26662777607356	4.330946042171444	100	0
NC_015762.1	408282	409282	gene23	276	16	0.057971014492753624	0.020594059405940595	3.76455820749299	0	15.807175254495611	0.9514801389443569	100	0
NC_015762.1	407406	408406	gene24	264	64	0.24242424242424243	0.14233766233766235	16.26761595010258	0	31.065006944066557	1.9119190110142348	100	0
NC_015762.1	417353	418353	gene25	381	0	0	0.002051702913418137	0.15820939049285512	0	1.4029555807752025	0.07187559173104885	16.6666666666667	0
NC_015762.1	416846	417846	gene26	444	4	0.009009009009009009	0.0030521642619311877	0.3101396851396852	0	2.1600031243478686	0.10250921181625793	20	0
NC_015762.1	425963	426963	gene27	375	0	0	0.0038957876795714633	0.325320842272249	0	1.7482548385089982	0.09027949165962493	16.6666666666667	0
NC_015762.1	425589	426589	gene28	348	2	0.005747126436781609	0.004248861911987861	0.49546691586333547	0	3.427277455286481	0.18372135600898098	50	0
