chr	start	end	name	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
NC_039506.1	1070	7288	gene-LOC105288151	1145	30	0.026200873362445413	0.014878457669740152	1.2548240407082865	0	7.90292266796567	0.233552751951181	100	0
NC_039506.1	45264	47168	gene-LOC105288134	30	0	0	0	0	0	0	0	0	0
NC_039506.1	103515	108786	gene-LOC113562166	610	18	0.029508196721311476	0.02695035460992908	2.540983606557377	0	15.083863832845047	0.6107277949739854	100	0
NC_039506.1	134260	142204	gene-LOC105288138	2520	351	0.1392857142857143	0.0500757873463201	7.438924859373831	0	22.043481202979336	0.4391166563854287	100	0
NC_039506.1	143775	267542	gene-LOC105288140	39845	820	0.020579746517756306	0.009662329442248544	1.0591220890807647	0	7.609970352442207	0.03812378829757307	100	0
NC_039506.1	260227	263340	gene-LOC105288139	794	21	0.02644836272040302	0.009505114164686435	0.8877458616339936	0	6.051253456358956	0.2147509494004222	100	0
NC_039506.1	271139	273181	gene-LOC113562194	219	39	0.1780821917808219	0.1673469387755102	16.894977168949772	0	36.940851834905864	2.4962314374763124	100	0
NC_039506.1	273665	275760	gene-LOC105288142	137	1	0.0072992700729927005	0.0040650406504065045	0.24330900243308978	0	2.8478588590558656	0.24330900243308975	33.3333333333333	0
NC_039506.1	279299	297434	gene-LOC105288150	2328	62	0.02663230240549828	0.012463872832369943	1.5593925930664714	0	10.722201829530222	0.22222478255884348	100	0
NC_039506.1	299178	309425	gene-LOC105288144	2804	56	0.019971469329529243	0.013037037037037036	1.2361628034893828	0	8.554000504845993	0.16154007006220167	100	0
NC_039506.1	310674	322599	gene-LOC105287009	2032	44	0.021653543307086614	0.013944570332926617	1.190208759866298	0	8.673774624921577	0.19241825936581586	100	0
NC_039506.1	324544	334991	gene-LOC105287258	1307	35	0.026778882938026015	0.016173570019723867	1.4631320928541933	0	9.217077197533742	0.2549502435296373	100	0
NC_039506.1	337710	351091	gene-LOC105287298	1317	30	0.022779043280182234	0.015942028985507246	1.366094042631628	0	9.425284825079556	0.2597177283729184	100	0
NC_039506.1	352522	364599	gene-LOC105285568	1754	44	0.02508551881413911	0.01290569895221058	1.3704670393385012	0	9.343662437865135	0.22310142570865601	100	0
NC_039506.1	364796	369330	gene-LOC105285437	2211	72	0.032564450474898234	0.013981205592482237	1.4078747194581016	0	7.884599333182388	0.16768154144641229	100	0
NC_039506.1	370197	377142	gene-LOC105285439	5252	113	0.021515613099771517	0.010296316433328803	0.9434606394471504	0	5.355449208477135	0.07389814657440845	100	0
NC_039506.1	404381	409670	gene-LOC113563206	972	27	0.027777777777777776	0.013533834586466165	1.6366242953169148	0	9.597904020218085	0.30785291498494755	100	0
NC_039506.1	412793	450860	gene-LOC105285468	19252	439	0.022802825680448783	0.009895150309654831	1.1457226761949213	0	7.6646457935284795	0.055240062730342585	100	0
NC_039506.1	458174	503061	gene-LOC105285445	12394	280	0.022591576569307728	0.011870299136825687	1.2121762621218861	0	8.325189604641723	0.07478050391508279	100	0
NC_039506.1	534042	537304	gene-LOC113562127	432	38	0.08796296296296297	0.022686832740213523	6.543863681289293	0	22.704982206372517	1.0923939657329063	100	0
NC_039506.1	541732	542562	gene-LOC113562288	21	0	0	0	0	0	0	0	0	0
NC_039506.1	545053	551825	gene-LOC113562287	2116	50	0.023629489603024575	0.009117938553022795	1.0907323348937432	0	7.28921824541871	0.15846126620475767	100	0
NC_039506.1	559004	580516	gene-LOC105285447	8669	198	0.022840004614142345	0.011495033534255879	1.0061653135550848	0	6.671159560979322	0.07165010427338193	100	0
NC_039506.1	609439	611633	gene-LOC113562164	183	2	0.01092896174863388	0.011025358324145534	1.1266905529200613	0	7.848946123640803	0.5802107929171737	100	0
NC_039506.1	614991	620741	gene-LOC113562147	3065	66	0.021533442088091354	0.009425493716337522	1.2634697102479773	0	8.944283968723564	0.16155869615857163	100	0
NC_039506.1	621875	626760	gene-LOC105285450	2757	62	0.022488211824446862	0.010577797998180163	0.9545870129199553	0	6.741749615997854	0.1283968106343309	100	0
NC_039506.1	634119	635144	gene-LOC113561806	10	2	0.2	0.2	20	0	42.16370213557839	13.333333333333332	100	0
NC_039506.1	635521	637076	gene-LOC105285454	126	40	0.31746031746031744	0.22815533980582525	25.85978835978836	0	40.13628678334418	3.575624617156598	100	0
NC_039506.1	638014	681492	gene-LOC105285455	5885	136	0.02310960067969414	0.013928357014208526	1.5214191642811552	0	10.828688545139393	0.14115706804924485	100	0
NC_039506.1	689399	696831	gene-LOC113562328	394	6	0.015228426395939087	0.014457831325301205	1.3959390862944163	0	11.473194060081948	0.578011166395529	100	0
NC_039506.1	710760	714823	gene-LOC113562514	418	39	0.09330143540669857	0.07992565055762081	7.8349282296650715	0	25.736890916961414	1.2588324830043618	100	0
NC_039506.1	721010	827029	gene-LOC113561370	16153	312	0.01931529746796261	0.010238410182166627	1.1522263920413855	0	8.577732701824264	0.0674910076320076	100	0
NC_039506.1	842192	851547	gene-LOC113563220	715	17	0.023776223776223775	0.017531044558071585	1.7563648472739384	0	11.83229858867153	0.4425028780143878	100	0
NC_039506.1	882928	923736	gene-LOC113562455	5557	101	0.018175274428648552	0.011679920477137177	1.2028599351087175	0	9.273553769316138	0.12440160856907793	100	0
NC_039506.1	926117	968035	gene-LOC113561445	11239	373	0.033188006050360354	0.012683748852745137	1.3351381644488924	0	8.323315501124881	0.07851136382461897	100	0
NC_039506.1	968531	974493	gene-LOC113562456	433	3	0.006928406466512702	0.006521739130434782	0.6928406466512702	0	8.304414796148603	0.3990847065690477	100	0
NC_039506.1	975508	979159	gene-LOC105285465	461	51	0.11062906724511931	0.09169550173010381	10.412147505422993	0	30.03699501462526	1.398962328107303	100	0
NC_039506.1	989905	1003224	gene-LOC113561804	3713	86	0.023161863722057634	0.009883174432657446	1.2029447004224707	0	8.388707208382721	0.13766786010499904	100	0
NC_039506.1	1010456	1015629	gene-LOC113563226	1321	44	0.033308099924299776	0.01732768579129765	1.6193540247287406	0	10.25364202619037	0.2821153666353365	100	0
NC_039506.1	1016111	1021594	gene-LOC113563227	1131	20	0.01768346595932803	0.012117714945181766	1.3336280577659887	0	10.633896005659143	0.3161994472082984	100	0
NC_039506.1	1022113	1028788	gene-LOC105286742	1416	39	0.02754237288135593	0.010578857185427996	1.364920520469926	0	8.711478937150225	0.23150494081500822	100	0
NC_039506.1	1034877	1051332	gene-LOC105286748	2333	61	0.02614659237033862	0.013964386129334583	1.7247927319273173	0	11.439614575155097	0.2368394386209433	100	0
NC_039506.1	1056151	1064257	gene-LOC105286747	2707	59	0.021795345400812707	0.010948663667636941	0.9703044065215259	0	6.143916962294544	0.11808676072523146	100	0
NC_039506.1	1073239	1084369	gene-LOC105286745	2772	71	0.025613275613275612	0.01237156636611449	1.2711562147482534	0	8.562702276257061	0.16263508124241893	100	0
NC_039506.1	1086676	1087852	gene-LOC105286744	98	1	0.01020408163265306	0.009345794392523364	1.0204081632653061	0	10.101525445522098	1.0204081632653061	100	0
NC_039506.1	1087708	1093746	gene-LOC113561379	271	6	0.02214022140221402	0.017766497461928935	2.029520295202952	0	13.795297620410267	0.8380046509212667	100	0
NC_039506.1	1095614	1100480	gene-LOC105286750	2215	669	0.30203160270880364	0.23000638593591524	16.508066625979883	0	29.547576739649553	0.6278197938401286	100	0
NC_039506.1	1101431	1104726	gene-LOC105286751	777	161	0.2072072072072072	0.06783842121492445	12.779049712148765	0	29.10780611489638	1.044236727663215	100	0
NC_039506.1	1104828	1109853	gene-LOC105286752	386	128	0.3316062176165803	0.23809523809523808	20.059232292130396	0	32.833028689843125	1.6711571593242742	100	0
NC_039506.1	1110457	1112038	gene-LOC113562614	343	89	0.2594752186588921	0.1731266149870801	19.73598963394882	0	36.20212750589128	1.9547311492252997	100	0
NC_039506.1	1112141	1115824	gene-LOC105286753	784	253	0.3227040816326531	0.15532447018559958	15.879719115464269	0	28.72134463970368	1.0257623085608483	100	0
NC_039506.1	1116271	1134722	gene-LOC113561443	4953	332	0.06703008277811427	0.036829699469652324	2.9672071933944673	0	11.83359366463645	0.16814443128394801	100	0
NC_039506.1	1135510	1140854	gene-LOC105286757	633	164	0.25908372827804105	0.27920792079207923	24.066425938463855	0	41.673677131924265	1.6563799608057963	100	0
NC_039506.1	1143087	1158057	gene-LOC113563559	1806	38	0.021040974529346623	0.011994949494949494	1.3866765151697729	0	10.29954800489838	0.24235907883259186	100	0
NC_039506.1	1167455	1174230	gene-LOC113562013	463	13	0.028077753779697623	0.022452504317789293	2.249820014398848	0	14.188256508215089	0.6593841991759517	100	0
NC_039506.1	1178352	1182330	gene-LOC105286761	831	59	0.07099879663056559	0.01676896098202543	5.836956482700594	0	21.119875381339657	0.7326403596981494	100	0
NC_039506.1	1182815	1204717	gene-LOC113563593	2181	68	0.031178358551123338	0.023536276988912662	2.1296077644136377	0	12.643911819616557	0.27074074869557113	100	0
NC_039506.1	1209424	1210350	gene-LOC113563228	226	4	0.017699115044247787	0.008583690987124463	0.5530973451327429	0	4.157561339263799	0.27655686647972466	33.3333333333333	0
NC_039506.1	1212985	1218497	gene-LOC113562616	541	317	0.5859519408502772	0.32929205455726346	34.63781832212204	25	36.38427064800323	1.5642819749660213	100	0
NC_039506.1	1219191	1224110	gene-LOC105286768	303	40	0.132013201320132	0.09879518072289156	11.886688668866887	0	31.755237971567176	1.8242907556521675	100	0
NC_039506.1	1224153	1226411	gene-LOC105286767	444	8	0.018018018018018018	0.006256015399422521	1.0236128986128985	0	7.969766733993701	0.3782283909926184	100	0
NC_039506.1	1226545	1245217	gene-LOC105286766	3808	103	0.027048319327731093	0.012979510090895086	1.2416403531357225	0	7.250401188602149	0.11749342619247244	100	0
NC_039506.1	1245202	1246259	gene-LOC109611478	32	0	0	0	0	0	0	0	0	0
NC_039506.1	1246926	1254279	gene-LOC105286769	4254	83	0.019511048425011755	0.009291918926033167	0.9467455307005883	0	6.189531511801961	0.09489843175569779	100	0
NC_039506.1	1276058	1279061	gene-LOC105286773	635	54	0.08503937007874016	0.028925619834710745	7.087985633840196	0	24.007512380633056	0.9527090678907899	100	0
NC_039506.1	1279061	1289519	gene-LOC105287325	1415	192	0.13568904593639575	0.12488928255093003	8.087371172210426	0	22.19342456514712	0.5899919709155228	100	0
NC_039506.1	1279657	1286860	gene-LOC109611476	718	177	0.24651810584958217	0.22153344208809136	14.719756728875874	0	28.39280443672162	1.0596100505876243	100	0
NC_039506.1	1290275	1295969	gene-LOC113562536	1360	35	0.025735294117647058	0.008809044877575086	1.6811970201351076	0	11.085188979440412	0.30058939003953983	100	0
