SRR5573974_1	52678324	rawCounts
SRR5573974_2	52678324	rawCounts
SRR5573975_1	56106529	rawCounts
SRR5573975_2	56106529	rawCounts
SRR5573976_1	56475062	rawCounts
SRR5573976_2	56475062	rawCounts
SRR5573977_1	57605672	rawCounts
SRR5573977_2	57605672	rawCounts
SRR5573978_1	57915223	rawCounts
SRR5573978_2	57915223	rawCounts
SRR5573979_1	61763269	rawCounts
SRR5573979_2	61763269	rawCounts
SRR5573980_1	53983876	rawCounts
SRR5573980_2	53983876	rawCounts
SRR5573981_1	55125245	rawCounts
SRR5573981_2	55125245	rawCounts
SRR5573982_1	58503169	rawCounts
SRR5573982_2	58503169	rawCounts
SRR5573983_1	51054080	rawCounts
SRR5573983_2	51054080	rawCounts
SRR5573984_1	55306123	rawCounts
SRR5573984_2	55306123	rawCounts
SRR5573985_1	57082177	rawCounts
SRR5573985_2	57082177	rawCounts
SRR5573974_1	48512801	trimmedCounts
SRR5573974_2	48512801	trimmedCounts
SRR5573975_1	52067846	trimmedCounts
SRR5573975_2	52067846	trimmedCounts
SRR5573976_1	53442523	trimmedCounts
SRR5573976_2	53442523	trimmedCounts
SRR5573977_1	53274697	trimmedCounts
SRR5573977_2	53274697	trimmedCounts
SRR5573978_1	53133555	trimmedCounts
SRR5573978_2	53133555	trimmedCounts
SRR5573979_1	57364157	trimmedCounts
SRR5573979_2	57364157	trimmedCounts
SRR5573980_1	51010474	trimmedCounts
SRR5573980_2	51010474	trimmedCounts
SRR5573981_1	52059914	trimmedCounts
SRR5573981_2	52059914	trimmedCounts
SRR5573982_1	55497044	trimmedCounts
SRR5573982_2	55497044	trimmedCounts
SRR5573983_1	48187955	trimmedCounts
SRR5573983_2	48187955	trimmedCounts
SRR5573984_1	52615677	trimmedCounts
SRR5573984_2	52615677	trimmedCounts
SRR5573985_1	53541228	trimmedCounts
SRR5573985_2	53541228	trimmedCounts
SRR5573974	46093720	predupPropPaired
SRR5573975	46440738	predupPropPaired
SRR5573976	51882466	predupPropPaired
SRR5573977	55152324	predupPropPaired
SRR5573978	46385590	predupPropPaired
SRR5573979	51322526	predupPropPaired
SRR5573980	44069484	predupPropPaired
SRR5573981	51234380	predupPropPaired
SRR5573982	57928364	predupPropPaired
SRR5573983	48970432	predupPropPaired
SRR5573984	51759092	predupPropPaired
SRR5573985	56779538	predupPropPaired
SRR5573974	20361082	dedupPropPair
SRR5573975	27017410	dedupPropPair
SRR5573976	22258578	dedupPropPair
SRR5573977	22581358	dedupPropPair
SRR5573978	17658714	dedupPropPair
SRR5573979	25385642	dedupPropPair
SRR5573980	19159968	dedupPropPair
SRR5573981	25430438	dedupPropPair
SRR5573982	24979796	dedupPropPair
SRR5573983	18428932	dedupPropPair
SRR5573984	34675964	dedupPropPair
SRR5573985	32767136	dedupPropPair
SRR5573974_dupsRemoved.bam	9914894	geneCounted
SRR5573975_dupsRemoved.bam	14374223	geneCounted
SRR5573976_dupsRemoved.bam	10954493	geneCounted
SRR5573977_dupsRemoved.bam	11007045	geneCounted
SRR5573978_dupsRemoved.bam	8733856	geneCounted
SRR5573979_dupsRemoved.bam	13157651	geneCounted
SRR5573980_dupsRemoved.bam	9504571	geneCounted
SRR5573981_dupsRemoved.bam	12961122	geneCounted
SRR5573982_dupsRemoved.bam	11889454	geneCounted
SRR5573983_dupsRemoved.bam	7601115	geneCounted
SRR5573984_dupsRemoved.bam	18426185	geneCounted
SRR5573985_dupsRemoved.bam	16983422	geneCounted
