chr	start	end	strand	pvalue	qvalue	meth.diff
KK852670.1	292000	293000	*	6.83337482328642e-211	7.09750408692312e-206	26.8805962197032
KK852670.1	293000	294000	*	4.03691788479171e-208	2.09647808929222e-203	35.4943293368592
KK852572.1	77000	78000	*	9.10036444699795e-86	3.15070642375964e-81	-28.198051948052
KK853545.1	2000	3000	*	2.59787865474056e-73	6.7457350307047e-69	23.9539947039024
KK853117.1	74000	75000	*	8.05436910480189e-69	1.67313865014726e-64	-17.6884415939065
KK852670.1	291000	292000	*	3.0117797842211e-61	5.21365598507715e-57	19.4581179588329
KK852705.1	692000	693000	*	6.06366748416966e-60	8.99720768885635e-56	11.6479857886075
KK852865.1	189000	190000	*	4.81920255804202e-56	6.25684795872273e-52	24.1547466906486
KK852508.1	362000	363000	*	1.01289996299195e-53	1.16894601258795e-49	27.895815818696
KK853387.1	205000	206000	*	5.11536237669142e-50	5.31308560024212e-46	8.05979821774017
KK853284.1	332000	333000	*	2.90470532833229e-48	2.74270945872776e-44	44.6037619488128
KK852921.1	661000	662000	*	1.45475588422542e-43	1.25915526134319e-39	26.626254180602
KK853004.1	274000	275000	*	2.77784548953558e-43	2.21939774941448e-39	23.4514022076969
KK853470.1	61000	62000	*	1.29853894731239e-40	9.63379393043874e-37	-20.2766835461968
KK852601.1	52000	53000	*	2.2921096341224e-40	1.5871374361437e-36	27.6720263109812
KK852499.1	85000	86000	*	3.25436656240119e-36	2.11259814644192e-32	13.5133772376318
KK852866.1	4000	5000	*	5.73080231607446e-31	3.50136119642384e-27	17.711798487331
KK853436.1	32000	33000	*	7.66892279945105e-31	4.42519353085139e-27	37.4798627874476
KK852484.1	31000	32000	*	4.27041394551048e-30	2.33446185391731e-26	28.1032126560582
KK852586.1	252000	253000	*	4.73375875499983e-29	2.45836595964459e-25	12.52449308674
KK853449.1	156000	157000	*	3.42313623068637e-28	1.69307148933325e-24	11.4212751387851
KK852683.1	673000	674000	*	1.26739047184647e-27	5.98353953691839e-24	13.8787392089942
KK852840.1	575000	576000	*	3.38330902725906e-27	1.52786238700759e-23	12.8013676311452
KK852865.1	190000	191000	*	4.12380601053813e-27	1.78466782338965e-23	12.8566767273024
KK852428.1	438000	439000	*	8.76268154688826e-27	3.6405535888069e-23	36.7872347037072
KK852540.1	86000	87000	*	1.16548306413807e-26	4.65589338801057e-23	20.5186442920461
KK852804.1	2242000	2243000	*	4.57078846028158e-26	1.75831939324221e-22	3.8205370217432
KK852886.1	335000	336000	*	1.54980060029601e-25	5.74894563132812e-22	33.7552213868003
KK853879.1	0	1000	*	4.83900524695203e-25	1.73311947786971e-21	15.6512021036814
KK852475.1	577000	578000	*	7.32121149096785e-25	2.53473234051684e-21	10.3942805567432
KK852497.1	678000	679000	*	1.37427672653811e-24	4.60450454471639e-21	-8.31877729257642
KK852571.1	515000	516000	*	1.76460061279029e-24	5.72752317895078e-21	-12.6122248185955
KK853687.1	15000	16000	*	4.63163598208652e-24	1.45777630677899e-20	7.24994166532049
KK853498.1	410000	411000	*	9.32621173695917e-24	2.84902829345799e-20	-18.2730923694779
KK852848.1	311000	312000	*	1.59381556393835e-23	4.72977440927359e-20	16.8143591780625
KK852614.1	15000	16000	*	1.71323982087869e-23	4.94294829300671e-20	17.9520349914745
KK872187.1	0	923	*	1.09905048191161e-22	3.08522132827866e-19	21.7288952041197
KK852413.1	449000	450000	*	5.13824527224831e-22	1.40443499590305e-18	22.2369518865301
KK852802.1	9000	10000	*	7.04467707344402e-22	1.87614711965944e-18	12.2637081714782
KK853090.1	131000	132000	*	1.73853630543364e-21	4.51433912677757e-18	-16.4269777381032
KK852575.1	932000	933000	*	2.06443062157527e-21	5.2298212290069e-18	10.9912144702842
KK852553.1	16000	17000	*	2.27512014031305e-21	5.62633325814137e-18	-15.4695972262528
KK853324.1	48000	49000	*	3.27087492566573e-21	7.90070579651651e-18	15.0033083030036
KK853097.1	233000	234000	*	5.95030782527921e-21	1.40461455724539e-17	17.8679987669012
